hero1,hero2
"BANNER, BETTY ROSS T",DOC SAMSON/DR. LEONA
"BANNER, BETTY ROSS T",INVISIBLE WOMAN/SUE 
"BANNON, LANCE",DR. OCTOPUS/OTTO OCT
"BANNON, LANCE","CUSHING, KATE"
BANSHEE 2013,CANNONBALL II/SAM GU
BANSHEE/SEAN CASSIDY,ORACLE/LADY SIBYL
BANSHEE/SEAN CASSIDY,HAVOK/ALEX SUMMERS 
BANSHEE/SEAN CASSIDY,SIRYN/THERESA ROURKE
BANSHEE/SEAN CASSIDY,SIRYN/THERESA ROURKE
BANSHEE/SEAN CASSIDY,"MACTAGGERT, MOIRA KI"
BANSHEE/SEAN CASSIDY,SKIN/ANGELO ESPINOSA
BANSHEE/SEAN CASSIDY,CHAMBER/JONOTHON STA
BANSHEE/SEAN CASSIDY,"WEIN, LEN"
BANSHEE/SEAN CASSIDY,LILANDRA NERAMANI [S
BANSHEE/SEAN CASSIDY,ZALADANE
BANSHEE/SEAN CASSIDY,BEAST/HENRY &HANK& P
BANSHEE/SEAN CASSIDY,COLOSSUS II/PETER RA
BANSHEE/SEAN CASSIDY,"SUMMERS, NATHAN CHRI"
BANSHEE/SEAN CASSIDY,MIRAGE II/DANIELLE M
BANSHEE/SEAN CASSIDY,"JONES, CHARLOTTE"
BANSHEE/SEAN CASSIDY,THUNDERSTRIKE/ERIC K
BANSHEE/SEAN CASSIDY,LIFELINE/DEACON
BANSHEE/SEAN CASSIDY,"MOREAU, DAVID"
BANSHEE/SEAN CASSIDY,"KILLBREW, DR."
BANSHEE/SEAN CASSIDY,POLARIS/LORNA DANE
BANSHEE/SEAN CASSIDY,MARVEL GIRL/JEAN GRE
BANSHEE/SEAN CASSIDY,SKULLBUSTER
BANSHEE/SEAN CASSIDY,WHITE QUEEN/EMMA FRO
BANSHEE/SEAN CASSIDY,SYNCH/EVERETT THOMAS
BANSHEE/SEAN CASSIDY,MR. FANTASTIC/REED R
BANSHEE/SEAN CASSIDY,RICTOR/JULIO ESTEBAN
BANSHEE/SEAN CASSIDY,DARK BEAST/HENRY MCC
BANSHEE/SEAN CASSIDY,"FURY, COL. NICHOLAS "
BANSHEE/SEAN CASSIDY,WOLFSBANE/RAHNE SINC
BANSHEE/SEAN CASSIDY,MONDO II
BANSHEE/SEAN CASSIDY,"CHAMBERS, MR."
BANSHEE/SEAN CASSIDY,CYCLOPS/SCOTT SUMMER
"BAPTISTE, TANTE MATT",GAMBIT/REMY LEBEAU 
BARBARUS,KA-ZAR/KEVIN PLUNDER
BARBARUS,CYCLOPS/SCOTT SUMMER
BARBARUS,ICEMAN/ROBERT BOBBY 
BARBARUS,SPIDER-MAN/PETER PAR
BARBARUS,BRAINCHILD
"BARNETT, MIKE",SABRETOOTH/VICTOR CR
BARON BLOOD/JOHN FAL,"FURY, COL. NICHOLAS "
BARON BLOOD/JOHN FAL,MASTER MAN/WILHELM L
BARON MORDO/KARL MOR,DR. STRANGE/STEPHEN 
BARON MORDO/KARL MOR,PHOENIX III/RACHEL S
BARON MORDO/KARL MOR,WONG
BARON STRUCKER/WOLFG,RIOT/HEIDI SLATKIN
BARON STRUCKER/WOLFG,IZANAMI
BARON STRUCKER/WOLFG,GUILOTINE
BARON STRUCKER/WOLFG,CAPTAIN AMERICA
BARON STRUCKER/WOLFG,"SCOTT, PETER"
BARON STRUCKER/WOLFG,ROTWRAP
BARON STRUCKER/WOLFG,DAREDEVIL/MATT MURDO
BARON STRUCKER/WOLFG,TASKMASTER
BARON STRUCKER/WOLFG,SALTZ/
BARRAGE,TUSK
BARRINGTON,WHITE QUEEN/EMMA FRO
BATROC/GEORGES BATRO,IRON MAN/TONY STARK 
BATROC/GEORGES BATRO,"SINCLAIR, MORGAN"
BATROC/GEORGES BATRO,"FURY, COL. NICHOLAS "
BATROC/GEORGES BATRO,"DUBOIS, NOAH"
BATROC/GEORGES BATRO,MICROCHIP/LINUS LIEB
BATROC/GEORGES BATRO,ZARAN/MAXIMILLIAN ZA
BATTLEAXE/,BLACKBIRD/
BATTLEAXE/,DIAMONDBACK II/RACHE
BATTLESTAR/LEMAR HOS,DR. DOOM DOPPELGANGE
BATTLESTAR/LEMAR HOS,USAGENT/CAPTAIN JOHN
BATTLESTAR/LEMAR HOS,SERSI/SYLVIA
BATTLESTAR/LEMAR HOS,FLAG-SMASHER
BAYMAX,FLATMAN
"BAZIN, ALLEGRA",DARKHAWK/CHRIS POWEL
"BAZIN, ALLEGRA",SAVAGE STEEL II/ARTH
"BAZIN, PHILLIPPE","POWELL, JONATHAN"
"BAZIN, PHILLIPPE","SAINT, JOHNNY"
"BAZIN, PHILLIPPE",PORTAL/CHARLES LITTL
"BAZIN, PHILLIPPE",TOMBSTONE/LONNIE THO
"BEACH, GINGER",WONDER MAN/SIMON WIL
"BEACH, GINGER",ROGUE /
BEAST DOPPELGANGER,ROGUE /
BEAST DOPPELGANGER I,NOVA II/FRANKIE RAYE
BEAST/HENRY &HANK& P,MARVEL GIRL/JEAN GRE
BEAST/HENRY &HANK& P,MARVEL GIRL/JEAN GRE
BEAST/HENRY &HANK& P,MARVEL GIRL/JEAN GRE
BEAST/HENRY &HANK& P,MARVEL GIRL/JEAN GRE
BEAST/HENRY &HANK& P,MARVEL GIRL/JEAN GRE
BEAST/HENRY &HANK& P,DRAX/ARTHUR DOUGLAS
BEAST/HENRY &HANK& P,BLASTAAR
BEAST/HENRY &HANK& P,CYCLOPS/SCOTT SUMMER
BEAST/HENRY &HANK& P,CYCLOPS/SCOTT SUMMER
BEAST/HENRY &HANK& P,CYCLOPS/SCOTT SUMMER
BEAST/HENRY &HANK& P,LADY LARK/LINDA LEWI
BEAST/HENRY &HANK& P,"REYES, DR. CECELIA"
BEAST/HENRY &HANK& P,"RODGERS, MARIANNE"
BEAST/HENRY &HANK& P,WONDER MAN/SIMON WIL
BEAST/HENRY &HANK& P,NOVA/RICHARD RIDER
BEAST/HENRY &HANK& P,MASQUE
BEAST/HENRY &HANK& P,THOR/DR. DONALD BLAK
BEAST/HENRY &HANK& P,THOR/DR. DONALD BLAK
BEAST/HENRY &HANK& P,"SUMMERS, NATHAN CHRI"
BEAST/HENRY &HANK& P,"SUMMERS, NATHAN CHRI"
BEAST/HENRY &HANK& P,PROFESSOR X/CHARLES 
BEAST/HENRY &HANK& P,PYRO/ALLERDYCE JOHNN
BEAST/HENRY &HANK& P,IGOR
BEAST/HENRY &HANK& P,"TILBY, TRISH/PATRICI"
BEAST/HENRY &HANK& P,TARANTULA/ANTON MIGU
BEAST/HENRY &HANK& P,BLOB/FRED J. DUKES
BEAST/HENRY &HANK& P,BLOB/FRED J. DUKES
BEAST/HENRY &HANK& P,METEORITE
BEAST/HENRY &HANK& P,DR. SPECTRUM/JOSEPH 
BEAST/HENRY &HANK& P,ICEMAN/ROBERT BOBBY 
BEAST/HENRY &HANK& P,ICEMAN/ROBERT BOBBY 
BEAST/HENRY &HANK& P,ICEMAN/ROBERT BOBBY 
BEAST/HENRY &HANK& P,DR. STRANGE/STEPHEN 
BEAST/HENRY &HANK& P,REVERB
BEAST/HENRY &HANK& P,MOONDRAGON/HEATHER D
BEAST/HENRY &HANK& P,QUICKSILVER/PIETRO M
BEAST/HENRY &HANK& P,DESTINY II/IRENE ADL
BEAST/HENRY &HANK& P,"POWER, DR. JIM"
BEAST/HENRY &HANK& P,"SUMMERS, MADELYNE MA"
BEAST/HENRY &HANK& P,CAPTAIN AMERICA
BEAST/HENRY &HANK& P,CAPTAIN AMERICA
BEAST/HENRY &HANK& P,BISHOP /
BEAST/HENRY &HANK& P,"MARTIN, ASHLEY"
BEAST/HENRY &HANK& P,NIGHTHAWK II/KYLE RI
BEAST/HENRY &HANK& P,LOCKHEED
BEAST/HENRY &HANK& P,"DUNCAN, FRED"
BEAST/HENRY &HANK& P,FORGE
BEAST/HENRY &HANK& P,SUB-MARINER/NAMOR MA
BEAST/HENRY &HANK& P,FALCON/SAM WILSON
BEAST/HENRY &HANK& P,"KELLY, SEN. ROBERT E"
BEAST/HENRY &HANK& P,CLOUD
BEAST/HENRY &HANK& P,MARROW/SARAH 
BEAST/HENRY &HANK& P,GARGOYLE II/ISAAC CH
BEAST/HENRY &HANK& P,GARGOYLE II/ISAAC CH
BEAST/HENRY &HANK& P,GARGOYLE II/ISAAC CH
BEAST/HENRY &HANK& P,STORM/ORORO MUNROE S
BEAST/HENRY &HANK& P,STORM/ORORO MUNROE S
BEAST/HENRY &HANK& P,STORM/ORORO MUNROE S
BEAST/HENRY &HANK& P,BLACK KNIGHT IV/PROF
BEAST/HENRY &HANK& P,SABRETOOTH/VICTOR CR
BEAST/HENRY &HANK& P,BLACK WIDOW/NATASHA 
BEAST/HENRY &HANK& P,NIGHT RIDER
BEAST/HENRY &HANK& P,INFECTIA/JOSEPHINE
BEAST/HENRY &HANK& P,FIXER II/PAUL NORBER
BEAST/HENRY &HANK& P,SANDMAN/WILLIAM BAKE
BEAST/HENRY &HANK& P,CASPER
BEAST/HENRY &HANK& P,WOLVERINE/LOGAN 
BEAST/HENRY &HANK& P,"JARVIS, EDWIN "
BEAST/HENRY &HANK& P,SHIP
BEAST/HENRY &HANK& P,RICTOR/JULIO ESTEBAN
BEAST/HENRY &HANK& P,CORSAIR
BEAST/HENRY &HANK& P,TUSK
BEAST/HENRY &HANK& P,THUNDERBIRD III/NEAL
BEAUTIFUL DREAMER,SHADOWCAT/KATHERINE 
BEAUTIFUL DREAMER II,SHADOWCAT/KATHERINE 
"BECKLEY, BENNY",MOONDRAGON/HEATHER D
BEDLAM II/OLISA KABA,"JARVIS, EDWIN "
BEDLAM/JESSE AARONSO,TAROT/MARIE-ANGE COL
BEDLAM/JESSE AARONSO,THUNDERBIRD II/JAMES
BEDLAM/JESSE AARONSO,CANNONBALL II/SAM GU
BEEF/,TAI II
BEEFER,IRON FIST/DANIEL RAN
BEEFER,"BLAIRE, CARTER"
BEETLE II/LEILA DAVI,DYNA-MITE/ROGER AUBR
BEETLE II/LEILA DAVI,SHOCKER/HERMAN SCHUL
BEETLE/ABNER RONALD ,MELTER/BRUNO HORGAN
BEETLE/ABNER RONALD ,TIGER SHARK/TODD ARL
BEETLE/ABNER RONALD ,FIXER II/PAUL NORBER
BEETLE/ABNER RONALD ,MOONDRAGON/HEATHER D
BEETLE/ABNER RONALD ,ZIRCONIUM
BEETLE/ABNER RONALD ,IRON MAN IV/JAMES R.
BEETLE/ABNER RONALD ,PLANTMAN/SAM SMITHER
BEETLE/ABNER RONALD ,KLAW/ULYSSES KLAW
BELASCO,MAGIK/ILLYANA RASPUT
BELDAME,ROGUE /
BELLAM,LUMINOR
"BENNETT, MITCH",THING/BENJAMIN J. GR
"BENTLEY, VICTORIA",WONG
"BENWAY, DR.",MOTHER NIGHT/SUSAN S
BEREET,HUMAN TORCH/JOHNNY S
"BERGIER, REBECCA","CABE, BETHANY"
"BERGIER, REBECCA","MARTELL, SHIELD AGEN"
BERSERKER,JOCASTA
BERTRAM,"SUMMERS, NATHAN CHRI"
BERYLLIUM,MOONSTONE II/KARLA S
BETA RAY BILL,TYRUS
BETA RAY BILL,WASP/JANET VAN DYNE 
BETA RAY BILL,VISION 
BETA RAY BILL,THOR/DR. DONALD BLAK
BETA RAY BILL,SHAMROCK/MOLLY FITZG
BETA RAY BILL,HELA [ASGARDIAN]
BETA RAY BILL,ODIN [ASGARDIAN]
BETA RAY BILL,ENCHANTRESS/AMORA/HE
BEYONDER,VOLCANA/MARSHA ROSEN
BEYONDER,SIDEWINDER/SETH VOEL
BEYONDER,PROFESSOR X/CHARLES 
BEYONDER,JUSTICE II/VANCE AST
BEYONDER,MAYHEM/DET. BRIGID O
BEYONDER,SILVER SURFER/NORRIN
BEYONDER,TALISMAN II/ELIZABET
BI-BEAST II,HELLCAT/PATSY WALKER
BI-BEAST II,GAFF/SIDNEY E. LEVIN
BIG BERTHA/ASHLEY CR,MR. IMMORTAL
BIG MAN/FREDERICK FO,KRAVEN THE HUNTER/SE
BIG ONE/KENJIRO SASA,SUNFIRE/SHIRO YOSHID
"BIGGERS, MELVIN",JOLT/HALLIE TAKAHAMA
BILE/,PERSUASION/KARA KILL
BINARY/CAROL DANVERS,LILANDRA NERAMANI [S
BINARY/CAROL DANVERS,FIZ [SKRULL]
BINARY/CAROL DANVERS,SUB-MARINER/NAMOR MA
BINARY/CAROL DANVERS,SUB-MARINER/NAMOR MA
BINARY/CAROL DANVERS,DESTRUCTOR/PROFESSOR
BINARY/CAROL DANVERS,NOMAD III/JACK MONRO
BINARY/CAROL DANVERS,"HALLER, GABRIELLE"
BINARY/CAROL DANVERS,MADAME MASQUE III
BINARY/CAROL DANVERS,STORM/ORORO MUNROE S
BINARY/CAROL DANVERS,STORM/ORORO MUNROE S
BINARY/CAROL DANVERS,SCARLET WITCH/WANDA 
BINARY/CAROL DANVERS,SCARLET WITCH/WANDA 
BINARY/CAROL DANVERS,WONDER MAN/SIMON WIL
BINARY/CAROL DANVERS,SHADOWCAT/KATHERINE 
BINARY/CAROL DANVERS,"JAMESON, J. JONAH"
BINARY/CAROL DANVERS,TITAN
BINARY/CAROL DANVERS,IRON MAN/TONY STARK 
BINARY/CAROL DANVERS,IRON MAN/TONY STARK 
BINARY/CAROL DANVERS,BLACK KNIGHT V/DANE 
BINARY/CAROL DANVERS,CLEA
BINARY/CAROL DANVERS,TAGAK
BINARY/CAROL DANVERS,SIKORSKY
BINARY/CAROL DANVERS,CITIZEN V III/DALLAS
BINARY/CAROL DANVERS,EGO
BINARY/CAROL DANVERS,SANDMAN/WILLIAM BAKE
BINARY/CAROL DANVERS,CAPTAIN MARVEL/CAPTA
BINARY/CAROL DANVERS,BLACK WIDOW/NATASHA 
BINARY/CAROL DANVERS,"MOWAT, FARLEY"
BINARY/CAROL DANVERS,BLACK PANTHER/T'CHAL
BINARY/CAROL DANVERS,CAPTAIN AMERICA
BISHOP /,JUBILEE/JUBILATION L
BISHOP /,CANNONBALL II/SAM GU
BISHOP /,CANNONBALL II/SAM GU
BISHOP /,WOLVERINE/LOGAN 
BISHOP /,WOLVERINE/LOGAN 
BISHOP /,"HARKNESS, AGATHA"
BISHOP /,ICEMAN/ROBERT BOBBY 
BISHOP /,"SUMMERS, NATHAN CHRI"
BISHOP /,DRAGONESS
BISHOP /,STORM/ORORO MUNROE S
BISHOP /,STRYFE
BISHOP /,GRACE
BISHOP /,MARVEL GIRL/JEAN GRE
BISHOP /,PROFESSOR X/CHARLES 
BISHOP /,HERCULES [GREEK GOD]
BISHOP /,CYCLOPS/SCOTT SUMMER
BISHOP /,BLACK WIDOW/NATASHA 
BISON/BILLY KITSON,"CORD, EDWIN"
BLACK BOLT | MUTANT ,MEDUSA | MUTANT X-VE
BLACK BOLT/BLACKANTO,GORGON [INHUMAN]
BLACK BOLT/BLACKANTO,GORGON [INHUMAN]
BLACK BOLT/BLACKANTO,MEDUSA/MEDUSALITH AM
BLACK BOLT/BLACKANTO,SHE-HULK/JENNIFER WA
BLACK BOLT/BLACKANTO,THING/BENJAMIN J. GR
BLACK BOLT/BLACKANTO,DRACULA/VLAD TEPES
BLACK BOLT/BLACKANTO,WOZ/DEWOZ
BLACK BOLT/BLACKANTO,KRISTOFF/KRISTOFF VE
BLACK BOLT/BLACKANTO,LOCKJAW [INHUMAN]
BLACK BOLT/BLACKANTO,HUMAN TORCH/JOHNNY S
BLACK BOLT/BLACKANTO,"HARKNESS, AGATHA"
BLACK BOLT/BLACKANTO,MR. FANTASTIC/REED R
BLACK BOLT/BLACKANTO,MR. FANTASTIC/REED R
BLACK BOLT/BLACKANTO,"NELSON, FRANKLIN FOG"
BLACK BOLT/BLACKANTO,HELLCAT/PATSY WALKER
BLACK BOLT/BLACKANTO,SUB-MARINER/NAMOR MA
BLACK BOLT/BLACKANTO,DEVLOR
BLACK BOLT/BLACKANTO,QUICKSILVER/PIETRO M
BLACK BOLT/BLACKANTO,IRON MAN/TONY STARK 
BLACK BOLT/BLACKANTO,STINGRAY/DR. WALTER 
BLACK BOLT/BLACKANTO,SABRA/RUTH BAT-SERAP
BLACK BOLT/BLACKANTO,"JONES, RICHARD MILHO"
BLACK BOLT/BLACKANTO,CYNAS
BLACK BOLT/BLACKANTO,MAN-THING/THEODORE T
BLACK BOLT/BLACKANTO,TIMBERIUS
BLACK BRIGADE,ULTRON
BLACK CAT/FELICIA HA,CAPTAIN AMERICA
BLACK CAT/FELICIA HA,"WATSON-PARKER, MARY "
BLACK CAT/FELICIA HA,"JAMESON, J. JONAH"
BLACK CAT/FELICIA HA,ICEMAN/ROBERT BOBBY 
BLACK CAT/FELICIA HA,SPIDER-MAN/PETER PAR
BLACK CAT/FELICIA HA,DAREDEVIL DOPPELGANG
BLACK CAT/FELICIA HA,"ROBERTSON, JOE"
BLACK CAT/FELICIA HA,"LEEDS, BETTY BRANT"
BLACK CAT/FELICIA HA,MR. FANTASTIC DOPPEL
BLACK CAT/FELICIA HA,PUNISHER II/FRANK CA
BLACK FOX II/,VISION 
BLACK FOX/ROBERT W. ,DR. STRANGE/STEPHEN 
BLACK FOX/ROBERT W. ,GADFLY/RUTH MACRAE
BLACK FOX/ROBERT W. ,BLACKJACK/
BLACK GOLIATH/DR. WI,CAPTAIN MARVEL/CAPTA
BLACK GOLIATH/DR. WI,CAPTAIN AMERICA
BLACK GOLIATH/DR. WI,DRAGON MAN
BLACK GOLIATH/DR. WI,ULTRON
BLACK KING/SEBASTIAN,VERTIGO II
BLACK KING/SEBASTIAN,CALIBAN/
BLACK KING/SEBASTIAN,MIRAGE II/DANIELLE M
BLACK KING/SEBASTIAN,WOLFSBANE/RAHNE SINC
BLACK KING/SEBASTIAN,GRAVITON/FRANK HALL
BLACK KING/SEBASTIAN,CYCLOPS/SCOTT SUMMER
BLACK KING/SEBASTIAN,ROGUE /
BLACK KING/SEBASTIAN,DAZZLER II/ALLISON B
BLACK KING/SEBASTIAN,"KELLY, SEN. ROBERT E"
BLACK KNIGHT III/EOB,SILVER SURFER/NORRIN
BLACK KNIGHT IV/PROF,DIABLO/ESTEBAN DE AB
BLACK KNIGHT IV/PROF,THING/BENJAMIN J. GR
BLACK KNIGHT V DOPPE,FIRESTAR/ANGELICA JO
BLACK KNIGHT V STATU,HULK/DR. ROBERT BRUC
BLACK KNIGHT V/DANE ,CAPTAIN AMERICA
BLACK KNIGHT V/DANE ,CAPTAIN AMERICA
BLACK KNIGHT V/DANE ,IRON MAN/TONY STARK 
BLACK KNIGHT V/DANE ,HAWK
BLACK KNIGHT V/DANE ,MASTER/ESHU
BLACK KNIGHT V/DANE ,SERSI/SYLVIA
BLACK KNIGHT V/DANE ,SERSI/SYLVIA
BLACK KNIGHT V/DANE ,CAPTAIN MARVEL II/MO
BLACK KNIGHT V/DANE ,JUSTICE II/VANCE AST
BLACK KNIGHT V/DANE ,LLOIGOROTH
BLACK KNIGHT V/DANE ,ORKA
BLACK KNIGHT V/DANE ,WILD CHILD/KYLE GIBN
BLACK KNIGHT V/DANE ,MOCKINGBIRD/DR. BARB
BLACK KNIGHT V/DANE ,"SMALLWOOD, DAN"
BLACK KNIGHT V/DANE ,MISS MASS/
BLACK KNIGHT V/DANE ,HERCULES [GREEK GOD]
BLACK KNIGHT V/DANE ,EXODUS/BENNET DUPARI
BLACK KNIGHT V/DANE ,POWER MAN/ERIK JOSTE
BLACK KNIGHT V/DANE ,JACK OF HEARTS/JACK 
BLACK KNIGHT V/DANE ,DR. STRANGE/STEPHEN 
BLACK KNIGHT V/DANE ,WONDER MAN/SIMON WIL
BLACK KNIGHT V/DANE ,IRON MAN DOPPELGANGE
BLACK KNIGHT V/DANE ,BOVA
BLACK KNIGHT V/DANE ,DR. DOOM/VICTOR VON 
BLACK KNIGHT V/DANE ,DEATHUNT 9000
BLACK KNIGHT V/DANE ,"CAGE, LUKE/CARL LUCA"
BLACK KNIGHT V/DANE ,INDECH
BLACK KNIGHT V/DANE ,WOLVERINE/LOGAN 
BLACK KNIGHT V/DANE ,VISION 
BLACK KNIGHT V/DANE ,MS. MARVEL II/SHARON
BLACK KNIGHT V/DANE ,SCARLET WITCH/WANDA 
BLACK KNIGHT V/DANE ,GYPSY MOTH
BLACK KNIGHT V/DANE ,SUB-MARINER/NAMOR MA
BLACK MAMBA/TANYA SE,ROCK PYTHON
BLACK MAMBA/TANYA SE,STEEL WIND
BLACK MAMBA/TANYA SE,CONSTRICTOR/FRANK PA
BLACK PANTHER/T'CHAL,SCARLET WITCH/WANDA 
BLACK PANTHER/T'CHAL,SCARLET WITCH/WANDA 
BLACK PANTHER/T'CHAL,SCARLET WITCH/WANDA 
BLACK PANTHER/T'CHAL,SCARLET WITCH/WANDA 
BLACK PANTHER/T'CHAL,THING/BENJAMIN J. GR
BLACK PANTHER/T'CHAL,WASP/JANET VAN DYNE 
BLACK PANTHER/T'CHAL,BLACK WIDOW/NATASHA 
BLACK PANTHER/T'CHAL,IRON MAN/TONY STARK 
BLACK PANTHER/T'CHAL,WONDER MAN/SIMON WIL
BLACK PANTHER/T'CHAL,"LYNNE, MONICA"
BLACK PANTHER/T'CHAL,WHIRLWIND/DAVID CANN
BLACK PANTHER/T'CHAL,WALDO
BLACK PANTHER/T'CHAL,LOCKJAW [INHUMAN]
BLACK PANTHER/T'CHAL,HAWK
BLACK PANTHER/T'CHAL,HAWK
BLACK PANTHER/T'CHAL,DESTINY II/IRENE ADL
BLACK PANTHER/T'CHAL,"JARVIS, EDWIN "
BLACK PANTHER/T'CHAL,SERSI/SYLVIA
BLACK PANTHER/T'CHAL,VOSTOK
BLACK PANTHER/T'CHAL,"JONES, RICHARD MILHO"
BLACK PANTHER/T'CHAL,"JONES, RICHARD MILHO"
BLACK PANTHER/T'CHAL,"DAKESIAN, NANCI"
BLACK PANTHER/T'CHAL,CAPTAIN AMERICA
BLACK PANTHER/T'CHAL,CAPTAIN AMERICA
BLACK PANTHER/T'CHAL,CAPTAIN AMERICA
BLACK PANTHER/T'CHAL,HERCULES [GREEK GOD]
BLACK PANTHER/T'CHAL,MOONSTONE/LLOYD BLOC
BLACK PANTHER/T'CHAL,SUB-MARINER/NAMOR MA
BLACK PANTHER/T'CHAL,QUICKSILVER/PIETRO M
BLACK PANTHER/T'CHAL,THUNDERSTRIKE/ERIC K
BLACK PANTHER/T'CHAL,SPIDER-MAN/PETER PAR
BLACK PANTHER/T'CHAL,VISION 
BLACK PANTHER/T'CHAL,VISION 
BLACK PANTHER/T'CHAL,KARNAK [INHUMAN]
BLACK RACER/,BUSHMASTER II/QUINCY
BLACK RACER/,COPPERHEAD III/DAVIS
BLACK RACER/,COTTONMOUTH II
BLACK TALON II/SAMUE,SHE-HULK/JENNIFER WA
BLACK TARANTULA/LAMU,KAINE
BLACK TOM CASSIDY,PHOENIX II
BLACK TOM CASSIDY,SAURON/DR. KARL LYKO
BLACK TOM CASSIDY,"LEEDS, BETTY BRANT"
BLACK WIDOW DOPPELGA,ETERNITY/ADAM QADMON
BLACK WIDOW II/YELEN,"STALYENKO, COL. YURI"
BLACK WIDOW II/YELEN,BLACK WIDOW/NATASHA 
BLACK WIDOW/NATASHA ,CYBERMANCER/DR. SUZI
BLACK WIDOW/NATASHA ,NELIT
BLACK WIDOW/NATASHA ,THANE ECTOR
BLACK WIDOW/NATASHA ,DAREDEVIL/MATT MURDO
BLACK WIDOW/NATASHA ,CRYSTAL [INHUMAN]
BLACK WIDOW/NATASHA ,CRYSTAL [INHUMAN]
BLACK WIDOW/NATASHA ,CRYSTAL [INHUMAN]
BLACK WIDOW/NATASHA ,CAPTAIN AMERICA
BLACK WIDOW/NATASHA ,CAPTAIN AMERICA
BLACK WIDOW/NATASHA ,CAPTAIN AMERICA
BLACK WIDOW/NATASHA ,WONDER MAN/SIMON WIL
BLACK WIDOW/NATASHA ,WONDER MAN/SIMON WIL
BLACK WIDOW/NATASHA ,WONDER MAN/SIMON WIL
BLACK WIDOW/NATASHA ,PSYLOCKE/ELISABETH B
BLACK WIDOW/NATASHA ,VISION 
BLACK WIDOW/NATASHA ,DREADNAUGHT
BLACK WIDOW/NATASHA ,RED SKULL/JOHANN SCH
BLACK WIDOW/NATASHA ,"MADISON, TAYLOR"
BLACK WIDOW/NATASHA ,MOONHUNTER/ZACK MOON
BLACK WIDOW/NATASHA ,OMNIBUS/LT. DALLAS
BLACK WIDOW/NATASHA ,"BLAKE, BECKY"
BLACK WIDOW/NATASHA ,"CASSADA, ROSA"
BLACK WIDOW/NATASHA ,FANDRAL [ASGARDIAN]
BLACK WIDOW/NATASHA ,LOKI [ASGARDIAN]
BLACK WIDOW/NATASHA ,MARILLA [INHUMAN]
BLACK WIDOW/NATASHA ,PIP/PRINCE GOFERN
BLACK WIDOW/NATASHA ,"CAGE, LUKE/CARL LUCA"
BLACK WIDOW/NATASHA ,"SAXON, STARR"
BLACK WIDOW/NATASHA ,MAGNETO/MAGNUS/ERIC 
BLACK WIDOW/NATASHA ,THOR/DR. DONALD BLAK
BLACK WIDOW/NATASHA ,"WATSON-PARKER, MARY "
BLACK WIDOW/NATASHA ,LOCKJAW [INHUMAN]
BLACK WIDOW/NATASHA ,SCARLET WITCH/WANDA 
BLACK WIDOW/NATASHA ,"HOGAN, HAROLD J. HAP"
BLACK WIDOW/NATASHA ,KALA
BLACK WIDOW/NATASHA ,CAPTAIN MARVEL II/MO
BLACK WIDOW/NATASHA ,"KLINE, MR."
BLACK WIDOW/NATASHA ,SANDMAN/WILLIAM BAKE
BLACK WIDOW/NATASHA ,LOCKHEED
BLACK WIDOW/NATASHA ,STRANGER
BLACK WIDOW/NATASHA ,LIVING LIGHTNING/MIG
BLACK WIDOW/NATASHA ,LIVING LIGHTNING/MIG
BLACK WIDOW/NATASHA ,SERGEI
BLACK WIDOW/NATASHA ,TOAD/MORTIMER TOYNBE
BLACK WIDOW/NATASHA ,SUB-MARINER/NAMOR MA
BLACK WIDOW/NATASHA ,CITIZEN V III/DALLAS
BLACK WIDOW/NATASHA ,OZYMANDIAS
BLACK WIDOW/NATASHA ,HAWK
BLACK WIDOW/NATASHA ,DR. STRANGE/STEPHEN 
BLACK WIDOW/NATASHA ,"JARVIS, EDWIN "
BLACK WIDOW/NATASHA ,"STANKOWICZ, FABIAN"
BLACK WIDOW/NATASHA ,HERCULES [GREEK GOD]
BLACK WIDOW/NATASHA ,ICEMAN/ROBERT BOBBY 
BLACKJACK/,PRINCESS ZAFINA
BLACKJACK/,MAKKARI/MIKE KHARY/I
BLACKOUT/MARCUS DANI,HERCULES [GREEK GOD]
BLACKOUT/MARCUS DANI,THUNDERBALL/DR. ELIO
BLACKWING/JOSEPH MAN,MOTHER NIGHT/SUSAN S
BLACKWING/JOSEPH MAN,SIRYN/THERESA ROURKE
"BLAIRE, CARTER",GALACTUS/GALAN
"BLAKE, BECKY","DAKESIAN, NANCI"
"BLAKE, BECKY",CAPTAIN AMERICA
"BLAKE, BECKY",CAPTAIN AMERICA IV/S
"BLAKE, DR. DONALD (C",ODIN [ASGARDIAN]
"BLAKE, DR. DONALD (C",RIGER
BLAQUESMITH,"MERRYWEATHER, IRENE"
BLAQUESMITH,"SHIRE, DR. RANDALL"
BLAQUESMITH,"SUMMERS, NATHAN CHRI"
BLASTAAR,INVISIBLE WOMAN/SUE 
"BLAZE, ROXANNE SIMPS","PAGE, KAREN"
"BLAZE, ROXANNE SIMPS",ORB
"BLAZE, ROXANNE SIMPS","KETCH, BARBARA"
"BLESSING, MORGANA",WONG
"BLESSING, MORGANA",DAYTRIPPER/AMANDA SE
BLIND AL/ALTHEA,FENWAY
BLIND AL/ALTHEA,CAPTAIN AMERICA
"BLISS, MISS",HAWK
BLITZIANA,TAGAR
BLITZIANA,"KINCAID, JIMMY"
BLITZKRIEG/,MOCKINGBIRD/DR. BARB
